Geneid	Chr	Start	End	Strand	Length	SRR20959676_C	SRR20959677_C	SRR20959678_C	SRR20959679_C	SRR20959680_A	SRR20959681_A	SRR20959682_A
ENSB:W5FPlnnE-OYSvtp	Chromosome	988576	988833	+	258	2	0	0	0	0	0	1
ENSB:RX41c2KPwKKSXhv	Chromosome	988947	989561	+	615	0	0	0	0	2	0	0
ENSB:Krhl5nH6BAOjLFw	Chromosome	989609	991417	+	1809	81	2	51	28	31	52	137
ENSB:yHn8Tl9wJAbzHLF	Chromosome	991877	992683	-	807	103	28	98	46	151	63	241
ENSB:nAjy2mrFHEaSdVB	Chromosome	992706	993071	-	366	46	22	43	9	55	34	143
ENSB:YRLK9BNhgEidpWB	Chromosome	993175	993768	-	594	4	0	0	0	6	10	34
ENSB:_-GPQRg9EBpMY_-	Chromosome	993954	994301	+	348	6	2	2	0	0	0	57
ENSB:qoytVOQNhauH6wM	Chromosome	994318	994953	+	636	183	270	650	133	178	307	278
ENSB:4p4Y_L6UrUqEb9g	Chromosome	994970	995779	+	810	214	65	219	118	165	155	701
ENSB:BJrAQPqrSGz195X	Chromosome	995776	996630	+	855	58	6	21	14	101	88	290
ENSB:glSyf3p0JMo8zey	Chromosome	996651	998036	+	1386	852	236	831	426	473	390	759
ENSB:diJJt_j5Nzz0jGj	Chromosome	998046	999890	+	1845	363	130	457	161	230	273	467
ENSB:4qHXPghqMm6oNbr	Chromosome	1000168	1000938	+	771	401	292	1255	841	489	264	156
ENSB:YbHpn-syE6nxruB	Chromosome	1001133	1002218	-	1086	146	71	205	39	80	48	204
ENSB:cYEgVa6zKm5RHXm	Chromosome	1002560	1004128	+	1569	82	2	96	15	70	34	120
ENSB:xl9Hiab8Tje6bb3	Chromosome	1004270	1005028	+	759	2	0	2	5	4	7	3
ENSB:hM5wSrM1LtDX7B3	Chromosome	1005222	1005731	+	510	54	4	46	28	26	10	73
ENSB:zUbA1WNqRQp0s2k	Chromosome	1005844	1007034	-	1191	445	161	199	91	233	137	502
ENSB:0jw_tZi07dsV1sr	Chromosome	1007012	1008187	-	1176	445	125	79	161	363	172	564
ENSB:zBXdcrnHezga8gq	Chromosome	1008620	1010101	+	1482	119	28	198	70	71	114	58
ENSB:DMAk7IYLnjZA6dU	Chromosome	1010094	1010345	+	252	0	6	0	0	8	0	0
ENSB:Rc8z0uEHAAv-A0A	Chromosome	1010345	1011907	+	1563	112	46	70	92	92	69	17
ENSB:wPTaXVcj1LRWwA9	Chromosome	1012209	1013012	+	804	111	33	16	70	20	13	160
ENSB:NEgV-i2yqGoh3Ec	Chromosome	1013246	1015555	+	2310	19	0	10	7	15	16	58
ENSB:FP6mqr4j9tuZ4yC	Chromosome	1015572	1016930	+	1359	122	64	92	30	50	42	222
ENSB:jgFOwaqhDcO1Evo	Chromosome	1017066	1018580	+	1515	16	14	132	14	14	88	151
ENSB:UzLSofBYTk_zOZF	Chromosome	1019067	1019636	-	570	6	0	0	11	1	1	12
ENSB:penKNTZXxNO9V4l	Chromosome	1019846	1020064	+	219	1	0	24	0	0	0	10
ENSB:Y20gVhq7-dd4PG1	Chromosome	1020145	1021131	-	987	3	6	31	0	2	2	11
ENSB:4fzd5gmlEBBR2Kt	Chromosome	1021330	1021506	+	177	42	29	42	13	55	30	20
ENSB:x9bzYO-HrPWAklN	Chromosome	1021521	1022123	+	603	39	44	48	10	69	23	21
ENSB:JhB8eolmT46WzeQ	Chromosome	1023467	1025431	+	1965	0	0	47	0	2	0	13
ENSB:mIISeIdQNx40CR4	Chromosome	1025434	1025754	+	321	0	0	12	0	0	0	0
ENSB:K5xwW6cUfrCY26B	Chromosome	1025751	1026392	+	642	0	0	0	1	1	0	1
ENSB:ACriJVwcqbrRqDB	Chromosome	1026480	1026725	-	246	50	0	20	6	23	0	20
ENSB:xBYKxtHxrVGF2V6	Chromosome	1027049	1027336	+	288	0	0	0	0	0	0	0
ENSB:dfbNMwqA1LJRtVE	Chromosome	1027342	1028823	+	1482	0	0	5	0	1	2	0
ENSB:_CaXNTJz6zlKqla	Chromosome	1028912	1029268	-	357	0	0	8	0	0	1	0
ENSB:7h7e48uJFvPDW30	Chromosome	1029745	1030704	+	960	0	0	0	2	0	0	5
ENSB:XSJA8Fi_QRNZzFJ	Chromosome	1030750	1030866	-	117	8	0	9	0	4	7	0
ENSB:wijTBK1dhDxg4Pw	Chromosome	1030945	1031160	-	216	23	0	27	8	2	14	0
ENSB:fRxSlhjgDwgCLWk	Chromosome	1031325	1031876	+	552	2	0	0	0	0	0	6
ENSB:RqHJVAdkc_j59rJ	Chromosome	1031928	1032866	-	939	92	9	27	44	46	56	143
ENSB:8plOhH1ujOy0qGU	Chromosome	1033048	1034409	+	1362	50	64	28	14	50	13	78
ENSB:ZJ9kmKC27LS5XpF	Chromosome	1034396	1036069	+	1674	197	204	92	181	193	241	338
ENSB:uJFy3pT849UZZER	Chromosome	1036056	1036859	+	804	93	39	26	21	77	56	272
ENSB:8evi4B8z2Y94c7r	Chromosome	1036852	1037673	+	822	1300	186	84	334	312	417	2170
ENSB:z9S3-bGYY_vKKth	Chromosome	1037912	1038241	-	330	31	0	9	0	6	0	2
ENSB:e6hpIRFYT17ZjOR	Chromosome	1038279	1039460	-	1182	175	10	64	5	38	12	123
ENSB:r6yO8ZQSzCP6xZU	Chromosome	1039542	1040552	-	1011	420	18	33	10	38	36	6
ENSB:EgfbdONcp2aNepb	Chromosome	1041080	1042234	-	1155	113	8	24	6	52	24	182
ENSB:Q3OnQKwZxTEobUi	Chromosome	1042430	1043440	-	1011	1	24	12	6	44	15	4
ENSB:wXT4AHsjOvmQiEM	Chromosome	1043593	1044012	+	420	0	4	0	16	12	2	0
ENSB:d6-OW5k_RAx0dB6	Chromosome	1044219	1047989	-	3771	4110	631	1162	8066	3858	3355	16642
ENSB:RIDtDBYSw6jRt5s	Chromosome	1048217	1048651	-	435	0	0	12	1	2	12	7
ENSB:NYi2DEOOqtAJfWK	Chromosome	1048806	1049276	-	471	109	16	46	36	88	28	133
ENSB:KdHksZPH0iJ1lB-	Chromosome	1049324	1050541	-	1218	188	29	11	63	66	28	476
ENSB:ZN5RSAOisg99_KO	Chromosome	1050992	1052185	+	1194	7	0	0	0	0	0	14
ENSB:NhQiYpX5NAek-qS	Chromosome	1052722	1053012	-	291	1757	193	571	763	774	432	1885
ENSB:4j0m_0tJx7lzaxn	Chromosome	1053009	1053614	-	606	2748	432	1349	1096	1346	809	4916
ENSB:0UERwMWLdEVeHiI	Chromosome	1053604	1055592	-	1989	9429	1951	5300	5152	6618	4392	27947
ENSB:ktQhJCq4p54VpFd	Chromosome	1055592	1056692	-	1101	3997	657	1711	1978	2081	1367	8809
ENSB:_lsKG41ufRCIWYh	Chromosome	1057264	1057581	-	318	74	12	50	0	12	13	126
ENSB:41MINAfcVL_ID-X	Chromosome	1058386	1059246	-	861	1585	424	507	1300	1447	290	1249
ENSB:IklmE53qPswSKoS	Chromosome	1059447	1059929	+	483	174	0	12	101	101	53	49
ENSB:1LOVh5rxvNN_IFl	Chromosome	1059916	1061040	+	1125	57	2	30	45	53	26	49
ENSB:ugtKH92FSHYBTxm	Chromosome	1061044	1061748	+	705	19	0	14	1	5	2	44
ENSB:j9Alc3uaQvMMCLg	Chromosome	1061748	1062011	+	264	20	11	46	9	6	4	29
ENSB:deFMG5UrGc7A4J1	Chromosome	1062013	1062684	+	672	62	14	48	40	39	26	14
ENSB:cL8h6wxBVeAuAAR	Chromosome	1062677	1064866	+	2190	381	56	445	141	111	722	405
ENSB:hTes-FqjKWjXxbC	Chromosome	1064845	1066329	+	1485	649	83	345	292	221	745	540
ENSB:WraGWgjjLk4-2hh	Chromosome	1066322	1067350	+	1029	214	4	116	56	82	97	224
ENSB:MZB2dH3gOdRpXr0	Chromosome	1067353	1067919	+	567	99	8	135	16	34	39	97
ENSB:5qLCJ_Jogs-lNLo	Chromosome	1067934	1069412	+	1479	862	160	588	297	454	208	438
ENSB:2O35W0DaPKBbJAW	Chromosome	1069434	1070681	+	1248	171	62	265	95	80	80	201
ENSB:X-4KS9exAYYJxjY	Chromosome	1070946	1071752	-	807	9	16	45	8	14	23	67
ENSB:FNuotwkLhuhRbIa	Chromosome	1071745	1073145	-	1401	598	100	387	201	169	344	1379
ENSB:1voQv1KE10RkSfK	Chromosome	1073160	1073735	-	576	109	42	114	46	63	87	338
ENSB:GfAZoCVtz4GBgNn	Chromosome	1074319	1074453	-	135	0	4	2	0	0	0	0
ENSB:Yna4EC--FxLjv5l	Chromosome	1074605	1075900	+	1296	606	276	1015	128	303	341	964
ENSB:W7Xjl04YYDjM4Rs	Chromosome	1076325	1077497	+	1173	113	60	210	34	52	95	136
ENSB:Xsibse_bSyJnv7k	Chromosome	1077551	1078093	+	543	32	24	39	28	22	12	100
ENSB:VP-LWDVFBGBX6FJ	Chromosome	1078247	1078513	+	267	286	58	245	200	213	127	403
ENSB:kUJKdE8cufMr3bx	Chromosome	1078516	1080234	+	1719	3878	541	2925	1364	1556	1766	3721
ENSB:mEH4GWMBaMMWxb2	Chromosome	1080471	1080704	-	234	3	0	0	0	1	0	1
ENSB:h6CU0wR06f6YKrU	Chromosome	1080902	1082263	+	1362	107	41	135	44	90	170	240
ENSB:zykwsokBqW33vN0	Chromosome	1082260	1083279	+	1020	193	123	454	60	168	233	88
ENSB:jnJEIYxXUKbisCN	Chromosome	1083412	1084074	+	663	139	76	38	66	153	66	159
ENSB:8q4E1aVOGxQdCX8	Chromosome	1084423	1086120	-	1698	1758	517	604	657	1194	563	3892
ENSB:QXDa8ieFT1U9lI8	Chromosome	1086120	1086338	-	219	11	3	9	7	11	7	82
ENSB:IfA_bg95GIChP8r	Chromosome	1086819	1087370	-	552	54	0	30	10	20	14	29
ENSB:kFeWxd_oc9r68VR	Chromosome	1087735	1088361	+	627	10	12	18	2	10	10	6
ENSB:eIwE13ge3PQKIMg	Chromosome	1088532	1089644	+	1113	14417	3392	4075	13991	7884	9099	27535
ENSB:clQLfHMmUzNveLm	Chromosome	1089648	1090625	+	978	9342	2288	6894	10131	4917	6672	22244
ENSB:MBhX3DPdJAwGURr	Chromosome	1090716	1092008	+	1293	36144	9043	20418	31447	25825	26679	70125
ENSB:RGAeL-rQ-FlSk_I	Chromosome	1092012	1093418	+	1407	55927	18310	22508	42866	35281	20069	73850
ENSB:CVpbstdd6qjBJMO	Chromosome	1093586	1093861	+	276	0	0	0	0	0	0	0
ENSB:380aheRQB41wiaU	Chromosome	1094005	1094544	+	540	0	0	14	0	0	0	1
ENSB:7g6AgbjuD6dclIQ	Chromosome	1094557	1095651	+	1095	13	1	22	6	12	8	12
ENSB:BZwq1KNm4P5nTd5	Chromosome	1095644	1096441	+	798	2	0	12	2	5	0	5
ENSB:LpHZyP2txntgjsn	Chromosome	1096447	1097256	+	810	13	2	11	7	0	5	0
ENSB:YRJhXmXzG9tL6yX	Chromosome	1097256	1098329	+	1074	133	10	64	69	46	44	73
ENSB:t4UbCQxbOaP9EYk	Chromosome	1098403	1099422	+	1020	1920	742	1745	790	1390	656	1438
ENSB:MMsUa59_eHptSrA	Chromosome	1099705	1100124	+	420	49	1	9	11	19	12	6
ENSB:hVSdM1iNvEGLPY9	Chromosome	1100206	1101558	-	1353	970	90	252	318	555	765	688
ENSB:RmBjzeTUwy46kF5	Chromosome	1101742	1102356	-	615	58	16	22	8	26	15	44
ENSB:xdHPN7RuuDoN-B4	Chromosome	1102513	1103340	+	828	837	136	222	558	583	229	657
ENSB:8LOwEzZl9aUmjh-	Chromosome	1103494	1103685	-	192	22	26	27	18	20	26	14
ENSB:IB_rfxqTvt0h-OA	Chromosome	1103787	1105634	+	1848	131	24	37	46	83	14	246
ENSB:nXGKjwoKihpRyfM	Chromosome	1105943	1106425	-	483	57	7	12	16	15	7	50
ENSB:AHOipMjV44pVKRz	Chromosome	1106566	1106841	+	276	42	6	20	2	34	58	36
ENSB:b929cikOGZJXmXN	Chromosome	1107155	1108381	+	1227	58	38	160	66	168	75	262
ENSB:9-6qvyHSNhnqZvf	Chromosome	1108935	1112387	+	3453	1690	178	691	669	1023	842	3123
ENSB:1RQXcvYFO4YFRjB	Chromosome	1112527	1113597	-	1071	408	88	104	174	260	188	620
ENSB:ViIlq2cUgFwM97d	Chromosome	1113878	1114789	+	912	402	76	123	156	328	140	721
ENSB:mdPZQ9yfH3rrI4P	Chromosome	1114814	1115275	+	462	10	9	48	12	22	7	15
ENSB:FlkbC0ZT5wP32Pb	Chromosome	1115602	1116639	+	1038	182	24	131	33	76	84	142
ENSB:P78iUZHorGZaxPU	Chromosome	1116655	1117089	+	435	64	16	42	19	26	6	66
ENSB:J-P_dNoyDEJIK66	Chromosome	1117152	1118078	-	927	44	4	14	30	26	20	111
ENSB:2-rTXbCsLqyPOv0	Chromosome	1118317	1118571	+	255	0	0	0	0	1	6	0
ENSB:_NmhdrIFhXbMbsg	Chromosome	1118574	1118963	-	390	5	0	6	0	20	17	1
ENSB:Oged4H1lwig96qf	Chromosome	1119033	1119575	+	543	11	16	87	6	28	48	32
ENSB:mn7PMQp1Ojjcs-S	Chromosome	1119577	1120059	+	483	16	4	12	4	13	16	18
ENSB:f7jBwuz32Wx96dj	Chromosome	1120121	1121260	-	1140	75	30	13	5	6	30	23
ENSB:LT53YvsXKzN6dgd	Chromosome	1121387	1121944	+	558	112	18	44	76	58	40	291
ENSB:FXhc7NxDYb8G9lw	Chromosome	1122024	1122197	+	174	0	0	0	0	0	0	0
ENSB:gBMXcEVg74_1R4l	Chromosome	1122351	1124288	-	1938	3	3	2	3	4	1	4
ENSB:Vnf8uGImK7psxwR	Chromosome	1124491	1125543	-	1053	0	0	1	0	0	0	3
ENSB:N8amnpa4bVADwDi	Chromosome	1125752	1126435	+	684	0	0	0	0	0	0	6
ENSB:K6HT7Shk4bGkn_v	Chromosome	1126435	1127511	+	1077	10	0	0	0	1	1	8
ENSB:527lOZtSa36Te5r	Chromosome	1127508	1128386	+	879	0	4	9	0	1	2	7
ENSB:qH7Jw6ovd3ULQYW	Chromosome	1128396	1129364	+	969	2	0	14	0	0	4	1
ENSB:aDNav2wu6D6BYtB	Chromosome	1129426	1130160	+	735	1	2	8	3	0	3	0
ENSB:u2Xy6butNbsn1Xg	Chromosome	1130179	1130502	+	324	0	1	0	1	0	0	0
ENSB:L-UV02EnI5GGauS	Chromosome	1130886	1131626	+	741	18	6	19	8	2	23	4
ENSB:N0RmSP7bM3StA1l	Chromosome	1132007	1133065	+	1059	2	0	13	1	3	6	2
ENSB:MHabtN6lvtqYDnl	Chromosome	1133065	1135467	+	2403	192	30	131	172	78	60	416
ENSB:rlAFbEKeZ2alrqH	Chromosome	1135638	1136576	-	939	18	0	12	6	10	0	22
ENSB:ooT-e6V4Dv4daYo	Chromosome	1136946	1137212	+	267	14	1	4	0	2	0	20
ENSB:FMo0GxKszNvQNGH	Chromosome	1137213	1137734	+	522	12	28	64	6	24	22	36
ENSB:RLAqXcAInqpYsJV	Chromosome	1137807	1139519	+	1713	387	68	210	169	117	181	275
ENSB:V7i13C5RsPt4q-B	Chromosome	1139529	1141877	+	2349	468	103	237	370	245	176	517
ENSB:hicZeFsjxJoPwoE	Chromosome	1142050	1142364	+	315	436	28	75	62	60	46	232
ENSB:We8AXd_UD9J1tRQ	Chromosome	1142688	1144469	+	1782	231	49	141	62	108	58	235
ENSB:wmIOF0LfvDn-HkK	Chromosome	1144793	1145407	+	615	160	28	275	58	206	139	358
ENSB:0uUrq0doQYD6OHa	Chromosome	1145459	1147225	+	1767	32792	6455	8016	18288	25524	10211	21887
ENSB:N0GAEIvOog8RCSa	Chromosome	1147225	1148040	+	816	12375	1402	2078	3096	4988	3372	9407
ENSB:6FpojZrbgFse9g2	Chromosome	1148276	1149076	+	801	612	54	342	130	312	169	1036
ENSB:jwmXZLNFyeJ6n1v	Chromosome	1149088	1149675	+	588	311	50	674	54	187	153	462
ENSB:y5NouAtm3QplUJn	Chromosome	1149668	1150171	+	504	159	36	152	23	112	86	168
ENSB:QtoC-YXL026rihi	Chromosome	1150660	1150989	+	330	14	2	118	0	0	2	110
ENSB:ZplOuirq6FyUzAV	Chromosome	1151358	1151759	-	402	6	2	0	0	1	2	1
ENSB:lXtp_UjESJ4TUcg	Chromosome	1152431	1152937	+	507	6	14	2	0	2	0	10
ENSB:7ejVBIj0ziYHR_d	Chromosome	1153196	1153693	+	498	7	0	0	0	0	8	5
ENSB:7hzgw1_xw_cGaLs	Chromosome	1153847	1154197	+	351	18	2	0	0	2	2	22
ENSB:Oxcx1mUtCLBnblb	Chromosome	1154850	1155035	-	186	0	0	0	0	0	0	0
ENSB:vG3O_KA3sBDNohW	Chromosome	1155657	1155890	-	234	6	0	0	0	6	0	2
ENSB:ORJr3f5Oc2q8UlJ	Chromosome	1156367	1157326	-	960	96	2	29	12	20	8	163
ENSB:xSLMQZ--pi316Hg	Chromosome	1157999	1158145	+	147	0	0	0	0	0	0	0
ENSB:YYPho-ooBTgcwa-	Chromosome	1158129	1158326	+	198	0	0	0	0	0	0	0
ENSB:ctYgtlaiwSSqDI-	Chromosome	1158358	1158639	-	282	44	0	0	0	1	6	17
ENSB:lhtBA5WKHcRI54L	Chromosome	1158771	1159487	-	717	6	2	0	0	1	7	47
ENSB:-zXRK6lDgvc6sjw	Chromosome	1159595	1160320	-	726	4	2	0	0	6	0	6
ENSB:uqD3E04NiZ_MpDG	Chromosome	1160415	1161140	-	726	4	3	1	3	5	11	9
ENSB:NrmjOl404EIVnOT	Chromosome	1161578	1162579	+	1002	2	0	18	0	1	2	6
ENSB:D-PEmPOYV6sh6qy	Chromosome	1162599	1163534	+	936	4	4	0	42	8	8	30
ENSB:6GpIZ7Xlr_47f0r	Chromosome	1163706	1165262	+	1557	155	48	106	56	69	64	182
ENSB:5O30wHbvOrJCp4I	Chromosome	1165570	1165797	+	228	1	0	0	1	0	0	0
ENSB:jzO0kW5j-vxJ3t4	Chromosome	1166102	1167049	-	948	53	20	39	16	11	34	82
ENSB:RNUYKZB1FCtGi1A	Chromosome	1167298	1167486	+	189	0	0	0	0	0	0	0
ENSB:JiF9jR8rOqTdJvl	Chromosome	1168398	1168532	+	135	2	0	16	4	0	0	0
ENSB:iMt0aqAEIH7LHsh	Chromosome	1168589	1168723	+	135	0	0	3	2	2	0	2
ENSB:KAhAH31gt9GOuRh	Chromosome	1168856	1169542	+	687	68	35	70	30	68	39	141
ENSB:S1SCIFQDruPUJUs	Chromosome	1169651	1170091	-	441	232	68	232	121	199	150	781
ENSB:3NiLihtrNFf4oTH	Chromosome	1170286	1171899	+	1614	232	68	123	66	140	140	629
ENSB:dVla6PxFYsZkjOx	Chromosome	1172043	1172474	+	432	1905	671	1913	1274	889	955	5881
ENSB:vz1ofPZD0sHQ9U-	Chromosome	1172490	1173425	+	936	1290	508	1539	857	640	435	3103
ENSB:KLia8SIgegVOIyr	Chromosome	1173439	1173840	+	402	2	2	0	4	4	2	4
ENSB:DkfipKLFKYnVrU-	Chromosome	1173821	1176055	+	2235	747	102	223	326	373	208	1082
ENSB:zrc9sgTYfIE0nRZ	Chromosome	1176347	1177312	+	966	12	16	0	2	2	0	5
ENSB:GqneJ7FOouP59RN	Chromosome	1177314	1178663	+	1350	183	42	92	91	37	82	269
ENSB:eAYws2KAXrSwF-5	Chromosome	1178679	1179998	+	1320	197	50	410	157	161	132	654
ENSB:HTP4lsW4ZIwXuuW	Chromosome	1180104	1181516	+	1413	1032	400	1610	429	597	487	1666
ENSB:dSBtG7p1MXpAqXE	Chromosome	1181549	1182721	+	1173	1518	164	460	499	668	444	1724
ENSB:O7GwG6odGcc20xY	Chromosome	1182981	1183772	+	792	246	40	24	48	84	96	99
ENSB:nJn6p6jhMPtOsfc	Chromosome	1183796	1184464	+	669	955	1069	1439	356	976	907	1745
ENSB:-YsikA54-HKWND8	Chromosome	1184461	1185024	+	564	762	321	423	236	408	430	1247
ENSB:_qlVTxJ7hDU8RH1	Chromosome	1185036	1185326	+	291	20	23	49	14	31	42	83
ENSB:4uDaAmrmgu8q8hg	Chromosome	1185409	1186215	+	807	18	0	1	0	0	2	8
ENSB:QI5C0qjtGEWBqIZ	Chromosome	1186239	1186856	+	618	1084	80	8	1052	646	76	502
ENSB:_IapWmpkAT3Bw-_	Chromosome	1187077	1189830	+	2754	130	48	97	139	75	88	179
ENSB:fISvvZ3hktQtHJX	Chromosome	1190120	1190917	+	798	7	14	4	12	0	4	20
ENSB:Pa3mqQmlDPVhVsF	Chromosome	1190978	1191172	-	195	0	0	0	0	0	0	0
ENSB:xOITQyo6qwgX9Cc	Chromosome	1191741	1192232	+	492	9	0	26	4	0	6	11
ENSB:kTZraXJv_KmYSj-	Chromosome	1192232	1193149	+	918	361	84	132	202	278	287	305
ENSB:RsNOO1AVmq1nJdt	Chromosome	1193548	1194075	+	528	22	0	0	0	18	0	20
ENSB:71SFpZctw2Hkejn	Chromosome	1194293	1195600	+	1308	8	8	8	10	83	8	38
ENSB:-ehp_8-Zld5ngfS	Chromosome	1195628	1196509	+	882	2	1	34	31	58	19	6
ENSB:PAtbilfDEtGvQzn	Chromosome	1196524	1197801	+	1278	16	4	8	58	121	5	112
ENSB:INgrN73wqvYMsjK	Chromosome	1197803	1198903	+	1101	26	14	58	22	191	10	105
ENSB:cdm4n_RlzM_KetZ	Chromosome	1198896	1202069	+	3174	87	12	50	57	232	13	175
ENSB:A6y8nED7B7rvpu6	Chromosome	1202179	1202871	+	693	29	6	0	4	60	15	4
ENSB:1q0Ldb5_WhxTYE0	Chromosome	1202871	1203482	+	612	14	6	12	2	48	16	6
ENSB:uwowzglHMc932qp	Chromosome	1203512	1203724	+	213	2	4	0	0	0	0	0
ENSB:T4DEZqbtx8naXTz	Chromosome	1204161	1204562	+	402	53	4	10	8	8	8	337
ENSB:JS_VhZ1cJDfrm1X	Chromosome	1204825	1206522	-	1698	186	40	86	20	60	67	405
ENSB:cIy-CaTode-K9wt	Chromosome	1206797	1207420	+	624	6	0	8	2	18	3	45
ENSB:0Y8yQEDg6tZse-F	Chromosome	1207420	1207638	+	219	9	15	9	6	4	8	22
ENSB:taSSqbqrKZBfEsD	Chromosome	1207854	1209053	+	1200	81	1	129	84	74	90	305
ENSB:Nqmk2V3SHKC4clM	Chromosome	1209053	1211461	+	2409	512	210	648	632	666	317	588
ENSB:skB9uaE-7ipUoaa	Chromosome	1211967	1212920	+	954	30	1	0	1	0	3	9
ENSB:t-0U3JH-6kd5XCR	Chromosome	1213083	1213361	-	279	78	72	2	74	30	0	32
ENSB:-t_vjHxgSgyG-OY	Chromosome	1213585	1214073	+	489	0	0	56	0	4	10	30
ENSB:gRpEn0A5voKbQiU	Chromosome	1214066	1215001	+	936	10	12	20	40	55	44	48
ENSB:evekUvFS6wSsPHO	Chromosome	1214998	1216305	+	1308	104	27	84	87	84	94	318
ENSB:qYpB3bU69wXCNOi	Chromosome	1216308	1217402	+	1095	48	42	24	49	34	64	144
ENSB:9JWueRXCc-rC4tB	Chromosome	1217409	1218152	+	744	46	27	87	22	38	49	74
ENSB:s1DnpmKJNG-IAYZ	Chromosome	1218149	1220143	+	1995	244	24	62	110	138	103	147
ENSB:7-zyUSfpPJCfNux	Chromosome	1220371	1221246	+	876	91	40	38	24	40	41	147
ENSB:arBHvmVJPLaDOh8	Chromosome	1221247	1221891	+	645	98	28	100	26	85	159	318
ENSB:fV7st7PNbYvcJ-d	Chromosome	1221898	1222539	+	642	36	36	82	20	40	76	167
ENSB:hH3nAlNM9-GHOdW	Chromosome	1222920	1223108	-	189	1248	190	318	2098	798	796	5745
ENSB:HVThZSU8A6rxMHk	Chromosome	1223551	1223925	+	375	54	11	112	13	43	64	348
ENSB:oUe4LfwBw5hkFu5	Chromosome	1223940	1225586	+	1647	53	24	156	28	75	34	293
ENSB:_pI5hlMl0FhALEQ	Chromosome	1225776	1227836	+	2061	389	140	482	127	281	243	1030
ENSB:VBjcHULUYe654CR	Chromosome	1228039	1228611	+	573	140	70	169	57	100	138	139
ENSB:9AK7enAnaMsfo6U	Chromosome	1228616	1229602	+	987	581	111	244	233	416	456	997
ENSB:wD9TA-3Pyfrmj0R	Chromosome	1229595	1230521	+	927	809	121	149	328	521	398	805
ENSB:1p4O6qHX9k7bK-a	Chromosome	1230514	1231248	+	735	1031	200	327	449	796	849	759
ENSB:JT1Sk20LRe6_utX	Chromosome	1231491	1231724	+	234	3	4	0	7	6	3	20
ENSB:phdE_v9crmGW5Wq	Chromosome	1231840	1232571	+	732	3	0	0	1	4	2	3
ENSB:c4G1jn87M885vcz	Chromosome	1232718	1236284	+	3567	153	18	94	37	75	88	181
ENSB:DcvXlg4Dtbk0-Yr	Chromosome	1236284	1237534	+	1251	151	159	76	330	314	120	121
ENSB:VhWvgsiboL4NSbu	Chromosome	1237521	1237853	+	333	38	24	0	24	17	8	18
ENSB:KtvK5ti_omLHD-u	Chromosome	1237879	1239246	+	1368	2147	380	1011	956	1191	1517	2798
ENSB:bn8310pTI0yoN7i	Chromosome	1239681	1239956	+	276	7	0	2	6	6	6	40
ENSB:HNfr-Suxm3xRivK	Chromosome	1240144	1240647	+	504	4	19	27	0	4	45	11
ENSB:gbrkzuLq6pfrCw8	Chromosome	1240647	1241384	+	738	80	32	86	46	29	77	104
ENSB:o7lRDKdvuR-ZvhM	Chromosome	1241487	1241837	+	351	175	8	88	48	29	30	166
ENSB:bruEWkaLykehqRo	Chromosome	1242081	1244687	-	2607	283	91	383	63	119	179	226
ENSB:4aSFqlOt2tcBhk6	Chromosome	1245088	1245972	+	885	12	1	20	2	6	2	7
ENSB:1BwCzYPo-aYTQh2	Chromosome	1245956	1246723	+	768	89	9	123	30	26	78	120
ENSB:iwp7OL3eumyh0vk	Chromosome	1246832	1247998	+	1167	11381	2604	4125	21594	8480	8568	16944
ENSB:nGYE5tB1cZ00fxG	Chromosome	1248020	1248928	+	909	2261	275	1399	1708	887	1363	3268
ENSB:swTKq1EXxoID4Vv	Chromosome	1249155	1250273	+	1119	0	0	0	1	5	2	0
ENSB:f2WyoKQesr5C-IZ	Chromosome	1250301	1251545	+	1245	0	0	0	0	0	2	0
ENSB:_JuLTSTqhvWNKtO	Chromosome	1251718	1252590	+	873	14	1	61	0	4	0	2
ENSB:_72D3quiK_Gl5Gi	Chromosome	1252764	1254839	+	2076	342	17	115	98	106	81	417
ENSB:h3940jqcjCSS35r	Chromosome	1254995	1256302	+	1308	159	27	56	92	108	200	460
ENSB:W4cvcKlxTR5wNrM	Chromosome	1256719	1257615	+	897	160	75	231	173	137	133	533
ENSB:DIpK8F2Zel5J-kW	Chromosome	1257612	1258157	+	546	551	25	118	112	182	376	594
ENSB:Rzx0PDQUnZDDQs9	Chromosome	1258223	1259626	+	1404	1996	1355	3881	2072	2092	1363	6753
ENSB:6UcDcZDsmlwLxwH	Chromosome	1259651	1260424	+	774	126	90	110	101	129	35	194
ENSB:bXTiUrRerK023pE	Chromosome	1260766	1261533	+	768	255	22	74	6	32	83	902
ENSB:DVgKSLTsYIwC-CJ	Chromosome	1261715	1262596	+	882	354	78	495	110	162	1133	549
ENSB:oDvLRgkgkRvNNwC	Chromosome	1262733	1263455	+	723	60	10	58	60	54	14	68
ENSB:mziR1SAMIUw1sjq	Chromosome	1263474	1264028	+	555	44	1	16	13	19	15	76
ENSB:nJ0euuxYeiZxKGc	Chromosome	1264401	1265171	+	771	26	8	24	13	16	11	45
ENSB:hlE1BHGjE8FUE4g	Chromosome	1265178	1265960	+	783	23	4	9	31	12	14	86
ENSB:ph4gDLV5dOu4wf6	Chromosome	1266222	1267508	+	1287	132	1	88	112	54	136	317
ENSB:P2gCQ1-jj57BSKB	Chromosome	1267528	1269231	+	1704	220	32	479	107	107	159	993
